0.000,0.796,0.796
500.000,0.767,0.767
1000.000,0.763,0.763
1500.000,0.772,0.772
2000.000,0.797,0.797
2500.000,0.731,0.739
3000.000,0.757,0.764
3500.000,0.755,0.761
4000.000,0.776,0.787
4500.000,0.774,0.783
5000.000,0.760,0.757
5500.000,0.760,0.755
6000.000,0.763,0.759
6500.000,0.782,0.786
7000.000,0.787,0.778
7500.000,0.762,0.764
8000.000,0.751,0.738
8500.000,0.737,0.733
9000.000,0.756,0.754
9500.000,0.723,0.722
10000.000,0.769,0.761
10500.000,0.746,0.738
11000.000,0.758,0.751
11500.000,0.759,0.760
12000.000,0.760,0.765
12500.000,0.762,0.755
13000.000,0.747,0.749
13500.000,0.774,0.775
14000.000,0.749,0.749
14500.000,0.748,0.745
15000.000,0.744,0.746
15500.000,0.777,0.775
16000.000,0.784,0.764
16500.000,0.779,0.759
17000.000,0.753,0.754
17500.000,0.776,0.778
18000.000,0.793,0.792
18500.000,0.782,0.770
19000.000,0.780,0.765
19500.000,0.417,0.424
20000.000,0.423,0.471
20500.000,0.717,0.743
21000.000,0.772,0.767
21500.000,0.801,0.768
22000.000,0.804,0.855
22500.000,0.837,0.879
23000.000,0.841,0.839
23500.000,0.876,0.877
24000.000,0.854,0.852
24500.000,0.872,0.871
25000.000,0.849,0.847
25500.000,0.875,0.876
26000.000,0.865,0.864
26500.000,0.871,0.877
27000.000,0.864,0.860
27500.000,0.871,0.877
28000.000,0.852,0.856
28500.000,0.851,0.850
29000.000,0.857,0.857
29500.000,0.857,0.857
30000.000,0.865,0.865
30500.000,0.834,0.829
31000.000,0.852,0.851
31500.000,0.851,0.853
32000.000,0.848,0.849
32500.000,0.839,0.839
33000.000,0.863,0.857
33500.000,0.857,0.857
34000.000,0.874,0.874
34500.000,0.866,0.866
35000.000,0.859,0.865
35500.000,0.855,0.860
36000.000,0.837,0.841
36500.000,0.852,0.858
37000.000,0.852,0.847
37500.000,0.864,0.857
38000.000,0.865,0.866
38500.000,0.850,0.851
39000.000,0.849,0.851
39500.000,0.434,0.435
40000.000,0.460,0.469
40500.000,0.651,0.640
41000.000,0.661,0.650
41500.000,0.730,0.719
42000.000,0.785,0.754
42500.000,0.750,0.750
43000.000,0.751,0.752
43500.000,0.757,0.769
44000.000,0.774,0.779
44500.000,0.782,0.789
45000.000,0.737,0.747
45500.000,0.769,0.763
46000.000,0.761,0.751
46500.000,0.804,0.798
47000.000,0.770,0.767
47500.000,0.790,0.775
48000.000,0.739,0.730
48500.000,0.761,0.747
49000.000,0.763,0.747
49500.000,0.730,0.727
50000.000,0.746,0.747
50500.000,0.754,0.750
51000.000,0.747,0.747
51500.000,0.762,0.782
52000.000,0.764,0.766
52500.000,0.780,0.781
53000.000,0.754,0.757
53500.000,0.783,0.786
54000.000,0.746,0.755
54500.000,0.757,0.765
55000.000,0.745,0.753
55500.000,0.785,0.784
56000.000,0.769,0.773
56500.000,0.771,0.775
57000.000,0.755,0.754
57500.000,0.783,0.784
58000.000,0.788,0.788
58500.000,0.784,0.777
59000.000,0.766,0.761
59500.000,0.419,0.433
60000.000,0.430,0.484
60500.000,0.710,0.754
61000.000,0.784,0.780
61500.000,0.820,0.785
62000.000,0.820,0.863
62500.000,0.839,0.873
63000.000,0.846,0.846
63500.000,0.872,0.870
64000.000,0.859,0.858
64500.000,0.866,0.865
65000.000,0.854,0.851
65500.000,0.871,0.870
66000.000,0.869,0.869
66500.000,0.875,0.876
67000.000,0.858,0.861
67500.000,0.878,0.878
68000.000,0.855,0.855
68500.000,0.846,0.850
69000.000,0.857,0.857
69500.000,0.857,0.855
70000.000,0.863,0.865
70500.000,0.829,0.829
71000.000,0.850,0.851
71500.000,0.854,0.852
72000.000,0.852,0.849
72500.000,0.840,0.838
73000.000,0.861,0.865
73500.000,0.857,0.854
74000.000,0.872,0.871
74500.000,0.867,0.867
75000.000,0.864,0.863
75500.000,0.863,0.864
76000.000,0.837,0.843
76500.000,0.860,0.858
77000.000,0.848,0.845
77500.000,0.860,0.856
78000.000,0.865,0.866
78500.000,0.852,0.851
79000.000,0.846,0.848
79500.000,0.441,0.437
80000.000,0.474,0.468
80500.000,0.654,0.638
81000.000,0.665,0.647
81500.000,0.756,0.721
82000.000,0.785,0.753
82500.000,0.739,0.749
83000.000,0.745,0.753
83500.000,0.765,0.770
84000.000,0.769,0.780
84500.000,0.785,0.791
85000.000,0.753,0.754
85500.000,0.770,0.772
86000.000,0.753,0.760
86500.000,0.784,0.802
87000.000,0.774,0.771
87500.000,0.783,0.774
88000.000,0.740,0.726
88500.000,0.749,0.745
89000.000,0.754,0.750
89500.000,0.747,0.743
90000.000,0.751,0.757
90500.000,0.751,0.749
91000.000,0.747,0.746
91500.000,0.777,0.773
92000.000,0.751,0.756
92500.000,0.777,0.770
93000.000,0.745,0.754
93500.000,0.774,0.797
94000.000,0.737,0.748
94500.000,0.752,0.754
95000.000,0.747,0.746
95500.000,0.788,0.790
96000.000,0.771,0.772
96500.000,0.770,0.772
97000.000,0.748,0.746
97500.000,0.783,0.779
98000.000,0.780,0.779
98500.000,0.779,0.782
99000.000,0.774,0.781
