0.000,0.828,0.828,0.828,0.828,0.828,0.828
500.000,0.856,0.828,0.828,0.798,0.769,0.741
1000.000,0.888,0.853,0.853,0.852,0.817,0.748
1500.000,0.882,0.851,0.845,0.813,0.783,0.753
2000.000,0.895,0.862,0.855,0.852,0.824,0.769
2500.000,0.882,0.848,0.842,0.807,0.779,0.748
3000.000,0.882,0.851,0.845,0.841,0.810,0.752
3500.000,0.886,0.857,0.853,0.823,0.798,0.795
4000.000,0.873,0.837,0.832,0.830,0.796,0.737
4500.000,0.870,0.837,0.830,0.798,0.772,0.743
5000.000,0.904,0.868,0.860,0.857,0.824,0.763
5500.000,0.890,0.858,0.856,0.819,0.785,0.753
6000.000,0.890,0.855,0.850,0.848,0.815,0.813
6500.000,0.886,0.853,0.848,0.817,0.789,0.760
7000.000,0.889,0.854,0.848,0.846,0.815,0.757
7500.000,0.877,0.845,0.841,0.808,0.782,0.754
8000.000,0.891,0.851,0.841,0.837,0.803,0.739
8500.000,0.907,0.872,0.867,0.830,0.803,0.771
9000.000,0.887,0.858,0.855,0.853,0.825,0.800
9500.000,0.881,0.843,0.837,0.801,0.771,0.738
10000.000,0.871,0.838,0.834,0.828,0.800,0.743
10500.000,0.899,0.866,0.859,0.824,0.796,0.765
11000.000,0.878,0.847,0.842,0.839,0.805,0.748
11500.000,0.879,0.845,0.839,0.806,0.779,0.777
12000.000,0.895,0.859,0.852,0.850,0.818,0.758
12500.000,0.874,0.841,0.834,0.805,0.780,0.754
13000.000,0.864,0.829,0.827,0.823,0.791,0.729
13500.000,0.902,0.865,0.859,0.822,0.790,0.759
14000.000,0.886,0.850,0.844,0.841,0.811,0.751
14500.000,0.887,0.854,0.852,0.817,0.789,0.757
15000.000,0.858,0.829,0.825,0.820,0.792,0.740
15500.000,0.883,0.852,0.848,0.812,0.787,0.757
16000.000,0.880,0.847,0.838,0.832,0.804,0.752
16500.000,0.898,0.862,0.855,0.824,0.795,0.763
17000.000,0.875,0.846,0.842,0.841,0.813,0.758
17500.000,0.887,0.852,0.845,0.809,0.780,0.749
18000.000,0.884,0.849,0.845,0.840,0.809,0.748
18500.000,0.900,0.869,0.863,0.829,0.805,0.777
19000.000,0.884,0.845,0.841,0.839,0.804,0.737
19500.000,0.630,0.620,0.617,0.607,0.598,0.587
20000.000,0.666,0.652,0.658,0.654,0.635,0.596
20500.000,0.729,0.719,0.718,0.711,0.656,0.656
21000.000,0.744,0.731,0.728,0.701,0.681,0.660
21500.000,0.752,0.734,0.728,0.727,0.660,0.660
22000.000,0.770,0.751,0.745,0.724,0.704,0.686
22500.000,0.770,0.748,0.743,0.745,0.686,0.686
23000.000,0.792,0.767,0.756,0.731,0.690,0.690
23500.000,0.791,0.764,0.755,0.753,0.686,0.686
24000.000,0.769,0.743,0.732,0.708,0.688,0.670
24500.000,0.782,0.756,0.749,0.725,0.681,0.681
25000.000,0.767,0.748,0.741,0.701,0.701,0.683
25500.000,0.747,0.721,0.715,0.713,0.659,0.659
26000.000,0.779,0.750,0.738,0.695,0.675,0.675
26500.000,0.805,0.777,0.769,0.745,0.702,0.702
27000.000,0.808,0.779,0.772,0.743,0.717,0.692
27500.000,0.792,0.770,0.764,0.761,0.699,0.699
28000.000,0.782,0.759,0.750,0.732,0.714,0.698
28500.000,0.770,0.748,0.739,0.734,0.674,0.674
29000.000,0.784,0.759,0.747,0.721,0.684,0.684
29500.000,0.786,0.761,0.757,0.730,0.705,0.683
30000.000,0.793,0.767,0.759,0.735,0.695,0.695
30500.000,0.788,0.762,0.754,0.752,0.717,0.701
31000.000,0.812,0.779,0.776,0.747,0.696,0.696
31500.000,0.807,0.779,0.774,0.771,0.697,0.697
32000.000,0.786,0.761,0.752,0.733,0.714,0.695
32500.000,0.818,0.790,0.786,0.781,0.709,0.710
33000.000,0.775,0.753,0.749,0.721,0.701,0.681
33500.000,0.800,0.769,0.765,0.761,0.690,0.690
34000.000,0.777,0.748,0.741,0.717,0.694,0.672
34500.000,0.785,0.760,0.752,0.728,0.689,0.689
