0.000,0.874,0.874
500.000,0.830,0.830
1000.000,0.823,0.823
1500.000,0.846,0.846
2000.000,0.850,0.850
2500.000,0.818,0.817
3000.000,0.848,0.853
3500.000,0.813,0.813
4000.000,0.829,0.829
4500.000,0.830,0.824
5000.000,0.817,0.819
5500.000,0.829,0.834
6000.000,0.795,0.796
6500.000,0.818,0.813
7000.000,0.816,0.818
7500.000,0.821,0.819
8000.000,0.768,0.763
8500.000,0.795,0.789
9000.000,0.810,0.811
9500.000,0.785,0.784
10000.000,0.793,0.798
10500.000,0.784,0.788
11000.000,0.780,0.780
11500.000,0.781,0.778
12000.000,0.762,0.761
12500.000,0.768,0.762
13000.000,0.788,0.783
13500.000,0.771,0.762
14000.000,0.795,0.789
14500.000,0.765,0.774
15000.000,0.812,0.795
15500.000,0.763,0.758
16000.000,0.782,0.773
16500.000,0.767,0.770
17000.000,0.743,0.745
17500.000,0.746,0.758
18000.000,0.760,0.771
18500.000,0.734,0.747
19000.000,0.753,0.762
19500.000,0.761,0.793
20000.000,0.740,0.747
20500.000,0.719,0.738
21000.000,0.748,0.760
21500.000,0.753,0.752
22000.000,0.754,0.761
22500.000,0.744,0.766
23000.000,0.773,0.780
23500.000,0.774,0.769
24000.000,0.751,0.748
24500.000,0.778,0.772
25000.000,0.754,0.749
25500.000,0.774,0.774
26000.000,0.754,0.747
26500.000,0.778,0.779
27000.000,0.786,0.788
27500.000,0.772,0.772
28000.000,0.760,0.767
28500.000,0.766,0.768
29000.000,0.792,0.798
29500.000,0.745,0.756
30000.000,0.752,0.754
30500.000,0.780,0.787
31000.000,0.780,0.777
31500.000,0.781,0.778
32000.000,0.755,0.767
32500.000,0.775,0.774
33000.000,0.782,0.782
33500.000,0.784,0.788
34000.000,0.796,0.791
34500.000,0.769,0.767
35000.000,0.780,0.793
35500.000,0.786,0.789
36000.000,0.792,0.788
36500.000,0.774,0.781
37000.000,0.763,0.775
37500.000,0.767,0.776
38000.000,0.785,0.793
38500.000,0.774,0.780
39000.000,0.763,0.775
39500.000,0.779,0.803
40000.000,0.772,0.780
40500.000,0.770,0.784
41000.000,0.752,0.769
41500.000,0.775,0.787
42000.000,0.777,0.785
42500.000,0.782,0.789
43000.000,0.779,0.798
43500.000,0.790,0.803
44000.000,0.765,0.779
44500.000,0.796,0.812
45000.000,0.793,0.789
45500.000,0.773,0.774
46000.000,0.789,0.801
46500.000,0.777,0.778
47000.000,0.757,0.765
47500.000,0.787,0.788
48000.000,0.759,0.766
48500.000,0.778,0.763
49000.000,0.777,0.776
49500.000,0.776,0.777
50000.000,0.787,0.786
50500.000,0.790,0.789
51000.000,0.782,0.782
51500.000,0.771,0.775
52000.000,0.757,0.766
52500.000,0.769,0.772
53000.000,0.798,0.792
53500.000,0.761,0.784
54000.000,0.760,0.771
54500.000,0.793,0.803
55000.000,0.790,0.793
55500.000,0.776,0.769
56000.000,0.778,0.783
56500.000,0.757,0.766
57000.000,0.773,0.773
57500.000,0.767,0.756
58000.000,0.746,0.754
58500.000,0.749,0.750
59000.000,0.757,0.768
59500.000,0.767,0.784
60000.000,0.744,0.757
60500.000,0.755,0.758
61000.000,0.773,0.766
61500.000,0.774,0.778
62000.000,0.765,0.767
62500.000,0.769,0.771
63000.000,0.775,0.755
63500.000,0.770,0.761
64000.000,0.726,0.744
64500.000,0.765,0.756
65000.000,0.783,0.787
65500.000,0.759,0.769
66000.000,0.777,0.769
66500.000,0.784,0.780
67000.000,0.783,0.778
67500.000,0.790,0.791
68000.000,0.779,0.771
68500.000,0.785,0.757
69000.000,0.802,0.787
69500.000,0.785,0.788
70000.000,0.760,0.759
70500.000,0.777,0.775
71000.000,0.787,0.784
71500.000,0.804,0.794
72000.000,0.756,0.756
72500.000,0.770,0.763
73000.000,0.776,0.780
73500.000,0.798,0.795
74000.000,0.788,0.780
74500.000,0.773,0.769
75000.000,0.783,0.774
75500.000,0.798,0.803
76000.000,0.799,0.799
76500.000,0.788,0.771
77000.000,0.772,0.771
77500.000,0.760,0.764
78000.000,0.786,0.789
78500.000,0.786,0.771
79000.000,0.758,0.754
79500.000,0.779,0.782
80000.000,0.788,0.782
80500.000,0.780,0.784
81000.000,0.762,0.758
81500.000,0.781,0.774
82000.000,0.765,0.766
82500.000,0.801,0.804
83000.000,0.775,0.773
83500.000,0.774,0.775
84000.000,0.796,0.799
84500.000,0.790,0.784
85000.000,0.786,0.788
85500.000,0.773,0.778
86000.000,0.781,0.783
86500.000,0.778,0.774
87000.000,0.770,0.762
87500.000,0.793,0.788
88000.000,0.780,0.772
88500.000,0.800,0.803
89000.000,0.781,0.779
89500.000,0.807,0.804
90000.000,0.786,0.787
90500.000,0.803,0.804
91000.000,0.806,0.807
91500.000,0.811,0.816
92000.000,0.801,0.800
92500.000,0.802,0.804
93000.000,0.798,0.801
93500.000,0.812,0.813
94000.000,0.797,0.800
94500.000,0.819,0.822
95000.000,0.817,0.823
95500.000,0.844,0.844
96000.000,0.830,0.829
96500.000,0.849,0.847
97000.000,0.819,0.827
97500.000,0.816,0.817
98000.000,0.828,0.823
98500.000,0.823,0.825
99000.000,0.823,0.822
