0.000,0.890,0.890
500.000,0.828,0.828
1000.000,0.841,0.841
1500.000,0.851,0.851
2000.000,0.870,0.870
2500.000,0.819,0.819
3000.000,0.861,0.862
3500.000,0.827,0.835
4000.000,0.848,0.848
4500.000,0.841,0.837
5000.000,0.860,0.860
5500.000,0.828,0.828
6000.000,0.855,0.857
6500.000,0.853,0.855
7000.000,0.839,0.836
7500.000,0.821,0.820
8000.000,0.840,0.837
8500.000,0.816,0.818
9000.000,0.857,0.856
9500.000,0.821,0.824
10000.000,0.857,0.849
10500.000,0.833,0.829
11000.000,0.835,0.846
11500.000,0.827,0.829
12000.000,0.857,0.857
12500.000,0.833,0.834
13000.000,0.841,0.839
13500.000,0.829,0.832
14000.000,0.837,0.836
14500.000,0.830,0.833
15000.000,0.880,0.880
15500.000,0.848,0.845
16000.000,0.850,0.852
16500.000,0.847,0.852
17000.000,0.849,0.842
17500.000,0.830,0.833
18000.000,0.856,0.861
18500.000,0.820,0.818
19000.000,0.858,0.849
19500.000,0.456,0.478
20000.000,0.448,0.500
20500.000,0.720,0.749
21000.000,0.760,0.775
21500.000,0.787,0.789
22000.000,0.811,0.772
22500.000,0.833,0.851
23000.000,0.840,0.842
23500.000,0.879,0.875
24000.000,0.854,0.851
24500.000,0.871,0.872
25000.000,0.849,0.852
25500.000,0.877,0.878
26000.000,0.868,0.868
26500.000,0.877,0.877
27000.000,0.858,0.860
27500.000,0.875,0.877
28000.000,0.855,0.856
28500.000,0.846,0.850
29000.000,0.857,0.857
29500.000,0.858,0.857
30000.000,0.864,0.865
30500.000,0.829,0.829
31000.000,0.851,0.851
31500.000,0.855,0.853
32000.000,0.852,0.849
32500.000,0.841,0.839
33000.000,0.863,0.857
33500.000,0.862,0.857
34000.000,0.875,0.874
34500.000,0.865,0.866
35000.000,0.863,0.865
35500.000,0.863,0.860
36000.000,0.837,0.841
36500.000,0.854,0.858
37000.000,0.850,0.847
37500.000,0.865,0.857
38000.000,0.865,0.866
38500.000,0.850,0.851
39000.000,0.852,0.855
39500.000,0.555,0.560
40000.000,0.603,0.590
40500.000,0.772,0.768
41000.000,0.766,0.759
41500.000,0.859,0.813
42000.000,0.850,0.807
42500.000,0.841,0.795
43000.000,0.853,0.800
43500.000,0.842,0.806
44000.000,0.844,0.843
44500.000,0.849,0.850
45000.000,0.851,0.856
45500.000,0.836,0.834
46000.000,0.846,0.848
46500.000,0.856,0.857
47000.000,0.826,0.824
47500.000,0.830,0.826
48000.000,0.828,0.837
48500.000,0.827,0.821
49000.000,0.847,0.850
49500.000,0.828,0.831
50000.000,0.840,0.846
50500.000,0.839,0.838
51000.000,0.837,0.836
51500.000,0.834,0.836
52000.000,0.851,0.847
52500.000,0.845,0.841
53000.000,0.830,0.832
53500.000,0.837,0.840
54000.000,0.826,0.826
54500.000,0.836,0.838
55000.000,0.874,0.879
55500.000,0.854,0.855
56000.000,0.844,0.849
56500.000,0.854,0.857
57000.000,0.842,0.841
57500.000,0.838,0.842
58000.000,0.852,0.851
58500.000,0.827,0.826
59000.000,0.847,0.847
59500.000,0.470,0.469
60000.000,0.450,0.483
60500.000,0.711,0.748
61000.000,0.764,0.782
61500.000,0.789,0.799
62000.000,0.781,0.835
62500.000,0.884,0.858
63000.000,0.837,0.813
63500.000,0.877,0.875
64000.000,0.847,0.850
64500.000,0.872,0.873
65000.000,0.846,0.844
65500.000,0.877,0.878
66000.000,0.865,0.869
66500.000,0.870,0.876
67000.000,0.864,0.861
67500.000,0.872,0.878
68000.000,0.853,0.855
68500.000,0.844,0.850
69000.000,0.857,0.857
69500.000,0.854,0.855
70000.000,0.865,0.865
70500.000,0.833,0.829
71000.000,0.854,0.851
71500.000,0.850,0.852
72000.000,0.851,0.849
72500.000,0.842,0.838
73000.000,0.857,0.865
73500.000,0.854,0.854
74000.000,0.875,0.871
74500.000,0.867,0.867
75000.000,0.866,0.863
75500.000,0.863,0.864
76000.000,0.837,0.843
76500.000,0.854,0.858
77000.000,0.847,0.845
77500.000,0.852,0.856
78000.000,0.862,0.866
78500.000,0.849,0.851
79000.000,0.852,0.853
79500.000,0.556,0.562
80000.000,0.604,0.587
80500.000,0.774,0.769
81000.000,0.763,0.758
81500.000,0.861,0.814
82000.000,0.849,0.838
82500.000,0.841,0.824
83000.000,0.852,0.856
83500.000,0.837,0.839
84000.000,0.841,0.844
84500.000,0.848,0.851
85000.000,0.852,0.855
85500.000,0.834,0.835
86000.000,0.848,0.849
86500.000,0.860,0.859
87000.000,0.834,0.827
87500.000,0.829,0.825
88000.000,0.832,0.828
88500.000,0.822,0.824
89000.000,0.849,0.853
89500.000,0.830,0.830
90000.000,0.840,0.844
90500.000,0.839,0.839
91000.000,0.835,0.835
91500.000,0.832,0.834
92000.000,0.853,0.849
92500.000,0.845,0.842
93000.000,0.836,0.840
93500.000,0.838,0.842
94000.000,0.826,0.826
94500.000,0.842,0.837
95000.000,0.872,0.878
95500.000,0.850,0.855
96000.000,0.853,0.855
96500.000,0.850,0.852
97000.000,0.838,0.846
97500.000,0.839,0.836
98000.000,0.854,0.849
98500.000,0.826,0.830
99000.000,0.847,0.843
