0.000,0.906,0.906,0.906,0.906,0.906
500.000,0.877,0.878,0.848,0.818,0.818
1000.000,0.886,0.886,0.886,0.855,0.855
1500.000,0.895,0.893,0.857,0.820,0.821
2000.000,0.896,0.897,0.897,0.859,0.821
2500.000,0.899,0.896,0.861,0.827,0.861
3000.000,0.872,0.871,0.871,0.838,0.805
3500.000,0.891,0.892,0.855,0.819,0.855
4000.000,0.887,0.888,0.888,0.852,0.816
4500.000,0.885,0.884,0.850,0.816,0.850
5000.000,0.885,0.884,0.883,0.848,0.814
5500.000,0.893,0.893,0.852,0.814,0.851
6000.000,0.897,0.898,0.897,0.858,0.818
6500.000,0.898,0.897,0.858,0.822,0.858
7000.000,0.889,0.889,0.890,0.855,0.819
7500.000,0.895,0.895,0.858,0.822,0.858
8000.000,0.882,0.882,0.881,0.845,0.809
8500.000,0.872,0.871,0.835,0.799,0.834
9000.000,0.886,0.885,0.884,0.849,0.816
9500.000,0.876,0.876,0.844,0.813,0.844
10000.000,0.892,0.893,0.893,0.859,0.825
10500.000,0.861,0.861,0.827,0.797,0.795
11000.000,0.884,0.881,0.881,0.843,0.804
11500.000,0.883,0.881,0.844,0.807,0.807
12000.000,0.872,0.873,0.873,0.837,0.837
12500.000,0.869,0.870,0.835,0.800,0.801
13000.000,0.880,0.880,0.879,0.847,0.847
13500.000,0.888,0.888,0.852,0.816,0.815
14000.000,0.902,0.900,0.900,0.865,0.832
14500.000,0.890,0.889,0.850,0.814,0.849
15000.000,0.890,0.889,0.889,0.852,0.815
15500.000,0.881,0.880,0.846,0.814,0.845
16000.000,0.865,0.866,0.866,0.833,0.800
16500.000,0.882,0.883,0.848,0.815,0.815
17000.000,0.877,0.878,0.877,0.845,0.845
17500.000,0.892,0.891,0.853,0.819,0.817
18000.000,0.893,0.892,0.892,0.856,0.821
18500.000,0.869,0.870,0.835,0.801,0.835
19000.000,0.877,0.876,0.875,0.844,0.814
19500.000,0.566,0.565,0.567,0.567,0.568
20000.000,0.577,0.605,0.603,0.570,0.573
20500.000,0.699,0.715,0.712,0.691,0.651
21000.000,0.758,0.768,0.746,0.726,0.706
