learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),member weight 1,member weight 2,member weight 3
500.0,0.053952,1.8513123194376627E-10,500.0,67.4,34.785391927791835,500.0,13264.0,0.25,1.0,1.0
1000.0,0.102373,4.707365110516548E-10,1000.0,69.8,39.599999999999994,1000.0,22800.0,0.125,0.5,0.25,0.5,1.0,1.0,1.0
1500.0,0.149876,8.144369431667858E-10,1500.0,65.4,31.255364465778683,1500.0,27968.0,0.125,0.5,0.25,0.5,1.0,1.0,1.0,1.0,1.0
2000.0,0.185845,1.1190521675679419E-9,2000.0,64.60000000000001,29.627862595419842,2000.0,32736.0,0.125,0.5,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2500.0,0.248198,1.8009318949447739E-9,2500.0,68.0,35.871743486973955,2500.0,42272.0,0.0625,0.25,0.125,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0
3000.0,0.286319,2.241326239373949E-9,3000.0,71.0,41.673370876910695,3000.0,44656.0,0.0625,0.25,0.125,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0
3500.0,0.33,2.8537124188409914E-9,3500.0,66.4,33.057060886197014,3500.0,54192.0,0.0625,0.125,0.0625,0.125,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.5,1.0,0.5,1.0,1.0
4000.0,0.384474,3.7182004542814364E-9,4000.0,65.60000000000001,31.358150820509557,4000.0,61344.0,0.25,0.5,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
4500.0,0.444978,4.790329167412387E-9,4500.0,67.60000000000001,35.02847517446059,4500.0,68496.0,0.25,0.5,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.125,0.25,0.25,0.125,0.125,0.125,0.5,0.25,0.5
5000.0,0.505003,5.997701910220914E-9,5000.0,68.60000000000001,37.07313944912946,5000.0,77752.0,0.25,0.5,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.25,0.0625,0.125,0.125,0.0625,0.03125,0.0625,0.5,0.25,0.5,1.0,0.5,1.0,1.0
5500.0,0.578703,7.621840729067723E-9,5500.0,66.8,33.706070287539944,5500.0,85184.0,0.125,0.25,0.125,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.125,0.03125,0.0625,0.0625,0.03125,0.015625,0.03125,0.25,0.125,0.25,0.5,0.5,1.0,1.0,0.5,0.5,1.0
6000.0,0.661427,9.597901116228767E-9,6000.0,69.39999999999999,38.79999999999999,6000.0,92336.0,0.03125,0.0625,0.03125,0.0625,0.125,0.125,0.125,0.125,0.125,0.25,0.125,0.25,0.25,0.125,0.25,0.125,0.0625,0.015625,0.03125,0.03125,0.015625,0.015625,0.0625,0.0625,0.0625,0.0625,0.125,0.25,0.125,0.125,0.125,1.0,0.25,1.0,1.0,1.0
6500.0,0.731087,1.1426537345267006E-8,6500.0,70.0,38.82844232745541,6500.0,101472.0,0.0625,0.125,0.0625,0.125,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.125,0.03125,0.0625,0.0625,0.03125,0.03125,0.125,0.125,0.125,0.125,0.25,0.5,0.25,0.25,0.25,1.0,0.25,1.0,1.0,1.0,0.5,1.0,1.0,1.0
7000.0,0.806838,1.3648661985579466E-8,7000.0,72.8,44.55949255629656,7000.0,113392.0,0.0625,0.125,0.0625,0.125,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.125,0.03125,0.0625,0.0625,0.03125,0.03125,0.125,0.125,0.125,0.125,0.25,0.5,0.25,0.25,0.25,1.0,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0
7500.0,0.887807,1.6182044291247924E-8,7500.0,68.4,36.42260458079159,7500.0,120944.0,0.0625,0.125,0.0625,0.125,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.125,0.03125,0.0625,0.0625,0.03125,0.03125,0.125,0.125,0.125,0.125,0.25,0.5,0.25,0.25,0.25,1.0,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8000.0,0.966196,1.873139444117745E-8,8000.0,71.8,43.63967766692248,8000.0,125712.0,0.0625,0.125,0.0625,0.125,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.125,0.03125,0.0625,0.0625,0.03125,0.03125,0.125,0.125,0.125,0.125,0.25,0.5,0.25,0.25,0.25,1.0,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5
8500.0,1.047667,2.1435607292999825E-8,8500.0,71.8,43.44798819226079,8500.0,128304.0,0.0625,0.125,0.0625,0.125,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.125,0.03125,0.0625,0.0625,0.03125,0.03125,0.125,0.125,0.125,0.125,0.25,0.5,0.25,0.25,0.25,1.0,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0
9000.0,1.119545,2.3954396713525058E-8,9000.0,69.0,37.350449460001286,9000.0,135456.0,0.0625,0.125,0.0625,0.125,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.125,0.03125,0.0625,0.0625,0.03125,0.03125,0.125,0.125,0.125,0.125,0.25,0.5,0.25,0.25,0.25,1.0,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0
9500.0,1.195419,2.675360038255652E-8,9500.0,70.0,38.98966891726999,9500.0,142608.0,0.0625,0.125,0.0625,0.125,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.125,0.03125,0.0625,0.0625,0.03125,0.03125,0.125,0.125,0.125,0.125,0.25,0.5,0.25,0.25,0.25,1.0,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0
10000.0,1.275692,2.981411098399096E-8,10000.0,66.0,32.237440010204246,10000.0,147376.0,0.015625,0.03125,0.015625,0.03125,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.0625,0.125,0.125,0.0625,0.125,0.0625,0.03125,0.015625,0.015625,0.03125,0.03125,0.03125,0.03125,0.0625,0.25,0.125,0.125,0.125,0.5,0.125,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.5,1.0,1.0,0.5,1.0,1.0,0.25,0.25,0.5,1.0,1.0
10500.0,1.347959,3.251733427453372E-8,10500.0,65.4,31.551293007944807,10500.0,144592.0,0.03125,0.03125,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.0625,0.125,0.125,0.0625,0.125,0.0625,0.03125,0.03125,0.03125,0.03125,0.03125,0.0625,0.25,0.125,0.125,0.125,0.5,0.125,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.125,0.25,1.0,1.0,0.5,1.0,1.0,0.125,0.125,0.5,1.0,0.5,1.0,1.0,1.0,?
11000.0,1.42461,3.548702543187473E-8,11000.0,67.80000000000001,36.05020654591675,11000.0,149760.0,0.03125,0.03125,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.0625,0.125,0.125,0.0625,0.125,0.0625,0.03125,0.03125,0.03125,0.03125,0.03125,0.0625,0.25,0.125,0.125,0.125,0.5,0.125,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.125,0.25,1.0,1.0,0.5,1.0,1.0,0.125,0.125,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0
11500.0,1.499371,3.8199059137453634E-8,11500.0,64.2,28.52351137234858,11500.0,140224.0,0.03125,0.03125,0.03125,0.03125,0.03125,0.0625,0.03125,0.0625,0.0625,0.03125,0.0625,0.03125,0.03125,0.125,0.0625,0.0625,0.0625,0.25,0.0625,0.25,0.25,0.25,0.125,0.125,0.125,0.25,0.125,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.0625,0.0625,0.03125,0.0625,0.25,0.5,0.25,0.5,0.5,0.03125,0.03125,0.125,0.25,0.125,0.25,0.5,0.125,0.25,0.25,0.5,1.0,1.0,?,?,?,?
12000.0,1.579883,4.140931603188316E-8,12000.0,70.0,38.80648161746707,12000.0,154128.0,0.03125,0.03125,0.015625,0.015625,0.03125,0.0625,0.03125,0.0625,0.0625,0.03125,0.0625,0.03125,0.03125,0.125,0.0625,0.0625,0.0625,0.25,0.03125,0.125,0.125,0.125,0.0625,0.0625,0.0625,0.125,0.0625,0.125,0.125,0.125,0.125,0.125,0.0625,0.0625,0.03125,0.03125,0.015625,0.03125,0.125,0.25,0.125,0.25,0.25,0.015625,0.015625,0.0625,0.125,0.0625,0.125,0.125,0.0625,0.0625,0.125,0.125,0.125,0.125,0.25,0.25,0.5,0.125,1.0,1.0
12500.0,1.652254,4.3811478621015944E-8,12500.0,68.0,35.12812195913072,12500.0,128304.0,0.015625,0.015625,0.015625,0.015625,0.03125,0.015625,0.015625,0.015625,0.0625,0.03125,0.03125,0.03125,0.015625,0.015625,0.015625,0.03125,0.015625,0.03125,0.03125,0.03125,0.03125,0.03125,0.015625,0.015625,0.03125,0.0625,0.03125,0.0625,0.0625,0.015625,0.03125,0.015625,0.03125,0.03125,0.015625,0.015625,0.03125,0.0625,0.0625,0.0625,0.0625,0.0625,0.25,0.0625,1.0,0.5,0.25,0.5,0.5,1.0,0.5,?,?,?,?,?,?,?,?,?,?,?
13000.0,1.718673,4.6098007263822684E-8,13000.0,68.8,37.2112118236118,13000.0,133072.0,0.015625,0.015625,0.015625,0.015625,0.03125,0.015625,0.015625,0.015625,0.0625,0.03125,0.03125,0.03125,0.015625,0.015625,0.015625,0.03125,0.015625,0.03125,0.03125,0.03125,0.03125,0.03125,0.015625,0.015625,0.03125,0.0625,0.03125,0.0625,0.0625,0.015625,0.03125,0.015625,0.03125,0.03125,0.015625,0.015625,0.03125,0.0625,0.0625,0.0625,0.0625,0.0625,0.25,0.0625,1.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,1.0,?,?,?,?,?,?,?,?,?
13500.0,1.772517,4.692218681383464E-8,13500.0,71.39999999999999,42.60531723606472,13500.0,59168.0,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.0625,0.015625,0.25,0.125,0.0625,0.125,0.125,0.25,0.125,0.25,0.25,1.0,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
14000.0,1.794741,4.717851648935013E-8,14000.0,69.6,39.46441941599094,14000.0,44584.0,0.015625,0.125,0.03125,0.015625,0.03125,0.03125,0.0625,0.03125,0.0625,0.0625,0.5,0.25,0.5,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
14500.0,1.817324,4.746847845820917E-8,14500.0,64.4,28.318298969072163,14500.0,49632.0,0.015625,0.125,0.03125,0.015625,0.03125,0.03125,0.0625,0.03125,0.0625,0.0625,0.5,0.25,0.5,1.0,0.25,0.25,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
15000.0,1.843618,4.783852230550514E-8,15000.0,67.60000000000001,35.66935637588157,15000.0,54400.0,0.0625,0.015625,0.015625,0.015625,0.03125,0.015625,0.03125,0.03125,0.25,0.125,0.25,0.5,0.125,0.125,0.25,0.25,0.5,1.0,0.5,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
15500.0,1.868376,4.81564109130866E-8,15500.0,68.2,35.56909910201965,15500.0,49632.0,0.03125,0.015625,0.015625,0.015625,0.125,0.0625,0.125,0.25,0.0625,0.0625,0.125,0.125,0.25,0.25,0.125,1.0,0.5,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
16000.0,1.892519,4.8481293037119836E-8,16000.0,69.19999999999999,38.003220611916255,16000.0,52016.0,0.03125,0.015625,0.015625,0.015625,0.125,0.0625,0.125,0.25,0.0625,0.0625,0.125,0.125,0.25,0.25,0.125,1.0,0.5,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
16500.0,1.917603,4.88343081685404E-8,16500.0,69.39999999999999,39.25678894711766,16500.0,54400.0,0.03125,0.015625,0.015625,0.015625,0.125,0.0625,0.125,0.25,0.0625,0.0625,0.125,0.125,0.25,0.125,0.125,1.0,0.5,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
17000.0,1.94429,4.922358025900191E-8,17000.0,66.8,33.64989527875039,17000.0,56384.0,0.015625,0.0625,0.03125,0.0625,0.125,0.03125,0.03125,0.0625,0.0625,0.125,0.0625,0.0625,0.5,0.25,0.5,0.5,0.5,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
17500.0,1.979088,4.9777687827332146E-8,17500.0,69.19999999999999,38.722564420888425,17500.0,61552.0,0.015625,0.0625,0.03125,0.0625,0.125,0.03125,0.0625,0.125,0.125,0.25,0.125,0.0625,0.5,0.25,1.0,0.5,0.5,1.0,1.0,0.5,0.25,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
18000.0,2.016169,5.0434071131878424E-8,18000.0,65.2,31.130566945838545,18000.0,68424.0,0.015625,0.0625,0.03125,0.0625,0.125,0.03125,0.0625,0.125,0.125,0.25,0.125,0.0625,0.5,0.25,1.0,0.5,0.25,0.5,0.5,0.125,0.125,0.25,0.25,0.25,0.25,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
18500.0,2.055554,5.120696242898702E-8,18500.0,68.4,36.73116350589443,18500.0,75856.0,0.015625,0.0625,0.03125,0.0625,0.125,0.03125,0.0625,0.125,0.125,0.25,0.125,0.0625,0.5,0.25,1.0,0.5,0.25,0.5,0.5,0.125,0.125,0.25,0.25,0.25,0.25,1.0,1.0,1.0,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
19000.0,2.095543,5.206569537106487E-8,19000.0,66.8,33.60000000000001,19000.0,83008.0,0.03125,0.015625,0.03125,0.0625,0.015625,0.03125,0.0625,0.0625,0.125,0.0625,0.03125,0.25,0.125,0.5,0.25,0.125,0.25,0.25,0.0625,0.0625,0.0625,0.125,0.125,0.125,1.0,1.0,1.0,0.25,1.0,0.5,0.5,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
19500.0,2.141276,5.31605982242359E-8,19500.0,68.2,36.30011858594277,19500.0,92544.0,0.03125,0.015625,0.03125,0.0625,0.015625,0.03125,0.0625,0.0625,0.125,0.0625,0.03125,0.25,0.125,0.5,0.25,0.125,0.25,0.25,0.0625,0.0625,0.0625,0.125,0.125,0.125,1.0,1.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
20000.0,2.190774,5.4279462583363046E-8,20000.0,67.60000000000001,35.739785799286004,20000.0,87376.0,0.015625,0.015625,0.015625,0.03125,0.015625,0.0625,0.03125,0.125,0.0625,0.03125,0.0625,0.0625,0.015625,0.015625,0.015625,0.03125,0.03125,0.03125,0.25,0.25,0.5,0.125,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
20500.0,2.234699,5.519562767611609E-8,20500.0,56.8,13.032274689170908,20500.0,80624.0,0.015625,0.03125,0.015625,0.0625,0.03125,0.015625,0.03125,0.03125,0.015625,0.015625,0.015625,0.125,0.125,0.25,0.0625,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.5,1.0,0.5,0.5,1.0,1.0,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
